Timestamp,Temp_C,Pressure_hPa
2026-04-22 10:42:31,26.5,1012.4
2026-04-22 10:42:48,26.5,1012.4
2026-04-22 10:43:05,26.5,1012.4
2026-04-22 10:43:21,26.5,1012.4
2026-04-22 10:43:38,26.5,1012.4
2026-04-22 10:43:55,26.5,1012.4
2026-04-22 10:44:12,26.5,1012.4
2026-04-22 10:44:29,26.5,1012.4
